customer_id,customer_name,email,region,acquisition_channel,customer_segment,signup_date
CUST-1293,James Williams,james.williams65@example.com,west,Paid Ads,Consumer,2025-08-20
CUST-1294,Barbara Johnson,barbara.johnson64@example.com,MIDWEST,,Small Business,2025-04-26
CUST-1295,Elizabeth Moore,,  NORTH ,Email Campaign,Consumer,2024-09-27
CUST-1296,Lisa Lopez,lisa.lopez47@example.com,North,Email Campaign,Consumer,2025-08-06
CUST-1297,Sarah Miller,sarah.miller37@example.com,  NORTH ,Email Campaign,Small Business,2025-04-06
CUST-1298,Matthew Moore,matthew.moore80@example.com,,Referral,Consumer,2024-05-11
CUST-1299,Patricia Gonzalez,patricia.gonzalez44@example.com,Midwest,Social Media,Consumer,2024-07-22
CUST-1300,Karen Taylor,karen.taylor6@example.com,North,Organic Search,Consumer,2024-12-07
CUST-1301,Betty Thomas,betty.thomas20@example.com,MIDWEST,Referral,Consumer,2024-12-01
CUST-1302,Sandra Martin,sandra.martin51@example.com,MIDWEST,,Corporate,2025-08-30
CUST-1303,David Taylor,david.taylor69@example.com,west,,Small Business,2024-11-02
CUST-1304,Jessica Smith,jessica.smith87@example.com,  NORTH ,Email Campaign,Small Business,2024-11-11
CUST-1305,Betty Smith,betty.smith34@example.com,,Referral,Small Business,2024-08-21
CUST-1306,Lisa Johnson,lisa.johnson22@example.com,Midwest,,Small Business,2025-09-26
CUST-1307,Matthew Gonzalez,matthew.gonzalez88@example.com,south,Organic Search,Small Business,2024-04-22
CUST-1308,Michael Smith,michael.smith54@example.com,South,Email Campaign,Small Business,2024-07-27
CUST-1309,Susan Taylor,susan.taylor61@example.com,North,,Consumer,2025-06-15
CUST-1310,Michael Moore,michael.moore85@example.com,west,Referral,Corporate,2024-11-17
CUST-1311,Jennifer Anderson,jennifer.anderson44@example.com,Midwest,Social Media,Small Business,2025-11-28
CUST-1312,Christopher Rodriguez,christopher.rodriguez25@example.com,south,Social Media,Small Business,2024-11-01
CUST-1313,Linda Martinez,linda.martinez91@example.com,south,,Small Business,2025-05-15
CUST-1314,David Thomas,david.thomas93@example.com,East,Social Media,Consumer,2025-08-10
CUST-1315,Nancy Moore,nancy.moore51@example.com, EAST,Paid Ads,Corporate,2024-02-13
CUST-1316,Elizabeth Williams,elizabeth.williams57@example.com,,Social Media,Small Business,2025-05-05
CUST-1317,Michael Miller,michael.miller35@example.com,Midwest,,Corporate,2024-05-20
CUST-1318,Patricia Martin,patricia.martin31@example.com,south,Organic Search,Small Business,2025-06-27
CUST-1319,Linda Davis,linda.davis53@example.com, EAST,,Corporate,2024-04-12
CUST-1320,Nancy Jones,,Midwest,Paid Ads,Corporate,2025-10-30
CUST-1321,Sandra Thomas,sandra.thomas26@example.com,East,Social Media,Corporate,2025-10-23
CUST-1322,Mary Williams,mary.williams30@example.com,Midwest,,Small Business,2024-02-08
CUST-1323,Sandra Garcia,sandra.garcia23@example.com,North,Email Campaign,Corporate,2024-07-09
CUST-1324,Sandra Martinez,sandra.martinez2@example.com,East,Referral,Small Business,2024-04-19
CUST-1325,Sandra Hernandez,sandra.hernandez83@example.com,Midwest,Referral,Corporate,2024-05-17
CUST-1326,Margaret Taylor,margaret.taylor25@example.com,  NORTH ,Social Media,Consumer,2025-04-14
CUST-1327,Christopher Rodriguez,christopher.rodriguez2@example.com, EAST,Social Media,Small Business,2025-11-21
CUST-1328,Matthew Miller,matthew.miller82@example.com,West,Email Campaign,Small Business,2024-12-01
CUST-1329,John Gonzalez,john.gonzalez24@example.com,South,Email Campaign,Corporate,2024-09-11
CUST-1330,James Rodriguez,james.rodriguez58@example.com,East,Social Media,Corporate,2025-08-19
CUST-1331,Lisa Jackson,,,Social Media,Small Business,2024-08-29
CUST-1332,Mary Brown,mary.brown21@example.com,West,,Small Business,2024-11-14
CUST-1333,Daniel Brown,daniel.brown38@example.com, EAST,Referral,Consumer,2024-08-12
CUST-1334,Robert Thomas,robert.thomas96@example.com,MIDWEST,Social Media,Corporate,2025-07-16
CUST-1335,Sandra Thomas,sandra.thomas86@example.com,south,Paid Ads,Small Business,2025-09-02
CUST-1336,Margaret Williams,margaret.williams68@example.com, EAST,Organic Search,Small Business,2024-04-24
CUST-1337,Mary Moore,mary.moore26@example.com,MIDWEST,Referral,Consumer,2024-06-17
CUST-1338,David Taylor,david.taylor88@example.com,south,,Small Business,2025-05-15
CUST-1339,John Taylor,john.taylor8@example.com,west,Paid Ads,Small Business,2025-03-01
CUST-1340,Joseph Jackson,joseph.jackson60@example.com,,Social Media,Small Business,2024-01-23
CUST-1341,Richard Rodriguez,richard.rodriguez96@example.com,south,Referral,Consumer,2024-02-16
CUST-1342,Susan Lopez,susan.lopez70@example.com,North,Organic Search,Corporate,2024-02-02
CUST-1343,Elizabeth Wilson,elizabeth.wilson18@example.com,,,Small Business,2025-03-06
CUST-1344,Barbara Gonzalez,barbara.gonzalez49@example.com,West,Organic Search,Small Business,2025-11-08
CUST-1345,Margaret Moore,margaret.moore45@example.com,  NORTH ,Paid Ads,Small Business,2025-02-06
CUST-1346,Thomas Jones,thomas.jones29@example.com,North,Organic Search,Corporate,2025-04-19
CUST-1347,Nancy Moore,nancy.moore49@example.com,south,Paid Ads,Corporate,2024-12-20
CUST-1348,Robert Rodriguez,robert.rodriguez93@example.com,  NORTH ,Organic Search,Small Business,2025-03-05
CUST-1349,Karen Smith,karen.smith9@example.com,  NORTH ,Referral,Consumer,2025-04-02
CUST-1350,Karen Johnson,karen.johnson6@example.com,West,Email Campaign,Consumer,2025-07-06
CUST-1351,Michael Johnson,michael.johnson38@example.com,south,,Small Business,2024-11-22
CUST-1352,Charles Martin,charles.martin42@example.com,south,Social Media,Consumer,2025-11-07
CUST-1353,Thomas Davis,thomas.davis36@example.com,North,Referral,Small Business,2024-06-28
CUST-1354,Christopher Wilson,christopher.wilson7@example.com, EAST,,Small Business,2025-01-25
CUST-1355,Betty Taylor,betty.taylor54@example.com,West,Paid Ads,Corporate,2025-01-20
CUST-1356,Jennifer Moore,jennifer.moore29@example.com,East,,Consumer,2025-04-19
CUST-1357,Sandra Johnson,sandra.johnson54@example.com,Midwest,Referral,Consumer,2025-02-01
CUST-1358,Linda Rodriguez,linda.rodriguez83@example.com,  NORTH ,Email Campaign,Corporate,2024-04-04
CUST-1359,Sarah Miller,sarah.miller49@example.com,,Referral,Small Business,2024-02-10
CUST-1360,Margaret Williams,margaret.williams98@example.com,MIDWEST,,Small Business,2025-07-26
CUST-1361,Michael Thomas,michael.thomas43@example.com,East,Organic Search,Consumer,2024-07-13
CUST-1362,Lisa Brown,lisa.brown97@example.com,west,Paid Ads,Small Business,2025-09-10
CUST-1363,Daniel Miller,daniel.miller31@example.com,Midwest,Social Media,Corporate,2025-01-24
CUST-1364,Joseph Moore,joseph.moore40@example.com,East,Social Media,Small Business,2025-05-24
CUST-1365,Joseph Brown,joseph.brown93@example.com,west,Social Media,Consumer,2025-01-14
CUST-1366,David Wilson,david.wilson29@example.com,South,Organic Search,Corporate,2025-07-20
CUST-1367,Sandra Jackson,sandra.jackson54@example.com,East,Paid Ads,Consumer,2024-12-03
CUST-1368,Linda Gonzalez,linda.gonzalez32@example.com,west,Referral,Small Business,2024-12-11
CUST-1369,William Thomas,william.thomas83@example.com,west,Email Campaign,Consumer,2024-12-26
CUST-1370,Jennifer Jones,jennifer.jones63@example.com,South,Referral,Small Business,2024-03-01
CUST-1371,Thomas Johnson,thomas.johnson10@example.com,,Organic Search,Consumer,2025-02-26
CUST-1372,Robert Davis,robert.davis20@example.com,North,Paid Ads,Small Business,2025-04-11
CUST-1373,Barbara Johnson,barbara.johnson86@example.com,MIDWEST,Email Campaign,Small Business,2025-05-14
CUST-1374,James Smith,james.smith53@example.com,North,Organic Search,Small Business,2024-10-08
CUST-1375,Sarah Martinez,,,Email Campaign,Consumer,2024-04-19
CUST-1376,Sandra Brown,sandra.brown31@example.com,south,Referral,Small Business,2024-09-15
CUST-1377,Anthony Lopez,anthony.lopez51@example.com,  NORTH ,Social Media,Corporate,2025-04-15
CUST-1378,Charles Davis,charles.davis29@example.com,East,,Consumer,2025-10-31
CUST-1379,Margaret Johnson,margaret.johnson49@example.com,West,Referral,Corporate,2024-02-27
CUST-1380,Christopher Smith,christopher.smith11@example.com,west,Email Campaign,Small Business,2024-12-05
CUST-1381,Charles Brown,charles.brown6@example.com,south,Paid Ads,Small Business,2025-08-03
CUST-1382,Jessica Rodriguez,jessica.rodriguez10@example.com,,Social Media,Small Business,2025-07-31
CUST-1383,Nancy Johnson,nancy.johnson41@example.com,North,Paid Ads,Small Business,2024-05-27
CUST-1384,Matthew Gonzalez,matthew.gonzalez39@example.com,South,Referral,Consumer,2025-08-03
CUST-1385,Anthony Gonzalez,anthony.gonzalez70@example.com, EAST,Email Campaign,Small Business,2024-05-23
CUST-1386,Betty Williams,betty.williams45@example.com,North,Organic Search,Corporate,2024-08-25
CUST-1387,Anthony Williams,anthony.williams99@example.com,MIDWEST,Referral,Corporate,2024-11-30
CUST-1388,James Rodriguez,james.rodriguez58@example.com,west,Paid Ads,Corporate,2025-07-20
CUST-1389,Richard Wilson,richard.wilson75@example.com,,Email Campaign,Consumer,2025-09-25
CUST-1390,Elizabeth Davis,elizabeth.davis11@example.com,East,Paid Ads,Corporate,2025-10-11
CUST-1391,Robert Gonzalez,robert.gonzalez14@example.com,  NORTH ,Organic Search,Corporate,2025-03-31
CUST-1392,Barbara Rodriguez,barbara.rodriguez12@example.com,South,Email Campaign,Corporate,2025-07-24
CUST-1393,Sarah Taylor,sarah.taylor4@example.com,  NORTH ,Social Media,Small Business,2024-04-05
CUST-1394,Karen Martin,karen.martin50@example.com,North,Social Media,Corporate,2025-02-01
CUST-1395,Matthew Williams,matthew.williams72@example.com,south,Referral,Small Business,2024-06-22
CUST-1396,Nancy Gonzalez,nancy.gonzalez35@example.com,East,Social Media,Corporate,2024-05-29
CUST-1397,John Garcia,john.garcia54@example.com,East,Email Campaign,Consumer,2025-01-04
CUST-1398,William Davis,william.davis64@example.com,MIDWEST,Referral,Consumer,2025-04-13
CUST-1399,Patricia Jones,patricia.jones51@example.com, EAST,Referral,Corporate,2024-12-03
CUST-1400,Joseph Hernandez,joseph.hernandez84@example.com,MIDWEST,Paid Ads,Corporate,2024-11-24
CUST-1401,Karen Miller,karen.miller23@example.com,West,Social Media,Corporate,2025-10-10
CUST-1402,Jessica Jackson,jessica.jackson42@example.com,West,Social Media,Corporate,2025-01-08
CUST-1403,Patricia Jackson,patricia.jackson70@example.com,South,,Small Business,2024-01-28
CUST-1404,Lisa Anderson,lisa.anderson27@example.com,west,Social Media,Small Business,2024-03-11
CUST-1405,Anthony Wilson,anthony.wilson18@example.com,,Social Media,Consumer,2024-09-15
CUST-1406,Nancy Jones,nancy.jones49@example.com,  NORTH ,Email Campaign,Small Business,2025-05-05
CUST-1407,Charles Gonzalez,charles.gonzalez89@example.com,West,Referral,Consumer,2025-01-03
CUST-1408,Daniel Moore,daniel.moore11@example.com,  NORTH ,Paid Ads,Small Business,2025-11-11
CUST-1409,Barbara Garcia,barbara.garcia6@example.com,MIDWEST,,Small Business,2025-10-24
CUST-1410,Richard Hernandez,richard.hernandez56@example.com,  NORTH ,Organic Search,Consumer,2024-09-21
CUST-1411,Linda Taylor,linda.taylor72@example.com,MIDWEST,,Small Business,2024-08-14
CUST-1412,Joseph Lopez,joseph.lopez99@example.com,,Referral,Small Business,2025-05-27
CUST-1413,Robert Lopez,robert.lopez62@example.com,  NORTH ,Social Media,Corporate,2024-03-28
CUST-1414,Patricia Jones,patricia.jones44@example.com,west,Paid Ads,Small Business,2025-05-09
CUST-1415,Barbara Thomas,barbara.thomas93@example.com,west,Social Media,Consumer,2024-11-03
CUST-1416,Mary Brown,, EAST,,Consumer,2025-11-24
CUST-1417,Betty Garcia,betty.garcia95@example.com,south,Referral,Consumer,2025-07-19
CUST-1418,Jennifer Hernandez,jennifer.hernandez60@example.com,south,Email Campaign,Small Business,2024-07-07
CUST-1419,Jennifer Wilson,jennifer.wilson95@example.com,MIDWEST,Paid Ads,Corporate,2025-08-29
CUST-1420,Susan Gonzalez,,south,Paid Ads,Corporate,2024-03-05
CUST-1421,Charles Brown,charles.brown69@example.com,South,Social Media,Corporate,2024-07-20
CUST-1422,Joseph Brown,joseph.brown63@example.com,Midwest,,Corporate,2025-09-03
CUST-1423,Richard Martin,richard.martin15@example.com, EAST,Social Media,Corporate,2025-09-24
CUST-1424,Jennifer Martinez,jennifer.martinez76@example.com,  NORTH ,,Consumer,2024-11-16
CUST-1425,Patricia Davis,patricia.davis24@example.com, EAST,,Consumer,2025-06-07
CUST-1426,Richard Wilson,richard.wilson74@example.com,West,Email Campaign,Consumer,2025-05-13
CUST-1427,Christopher Moore,christopher.moore83@example.com,South,Referral,Consumer,2025-05-16
CUST-1428,Elizabeth Jones,elizabeth.jones58@example.com,MIDWEST,Organic Search,Corporate,2024-01-10
CUST-1429,Jessica Jones,jessica.jones50@example.com,Midwest,Referral,Small Business,2025-05-21
CUST-1430,Susan Thomas,susan.thomas57@example.com,west,Paid Ads,Consumer,2025-08-01
CUST-1431,James Davis,james.davis36@example.com,south,Referral,Corporate,2024-06-21
CUST-1432,Matthew Anderson,matthew.anderson99@example.com,west,Referral,Small Business,2024-04-25
CUST-1433,Charles Brown,charles.brown70@example.com, EAST,Referral,Consumer,2025-03-27
CUST-1434,Sarah Miller,sarah.miller14@example.com,,Paid Ads,Corporate,2024-02-03
CUST-1435,Joseph Rodriguez,joseph.rodriguez12@example.com,west,Organic Search,Consumer,2024-08-02
CUST-1436,Betty Jackson,betty.jackson91@example.com,MIDWEST,,Corporate,2024-06-18
CUST-1437,Karen Jones,karen.jones27@example.com,North,Referral,Corporate,2025-06-29
CUST-1438,William Martin,william.martin42@example.com,East,Social Media,Small Business,2024-09-30
CUST-1439,Margaret Taylor,margaret.taylor87@example.com,  NORTH ,Paid Ads,Corporate,2024-03-01
CUST-1440,William Jones,william.jones17@example.com,south,Paid Ads,Small Business,2024-11-25
CUST-1441,Anthony Davis,anthony.davis87@example.com,West,Email Campaign,Consumer,2025-08-14
CUST-1442,Christopher Rodriguez,christopher.rodriguez49@example.com,west,Organic Search,Small Business,2024-04-05
CUST-1443,Richard Taylor,richard.taylor89@example.com, EAST,Email Campaign,Corporate,2024-12-01
CUST-1444,Charles Smith,charles.smith94@example.com,  NORTH ,,Corporate,2025-10-12
CUST-1445,Nancy Lopez,nancy.lopez69@example.com,West,Paid Ads,Corporate,2024-08-04
CUST-1446,Jessica Rodriguez,jessica.rodriguez37@example.com, EAST,Referral,Small Business,2024-05-13
CUST-1447,Charles Thomas,charles.thomas88@example.com,North,Organic Search,Consumer,2025-10-03
CUST-1448,Betty Anderson,,South,Email Campaign,Corporate,2024-01-01
CUST-1449,Susan Miller,susan.miller17@example.com,,Social Media,Consumer,2024-10-07
CUST-1450,John Lopez,john.lopez48@example.com,,,Consumer,2024-02-23
CUST-1451,Richard Martinez,richard.martinez97@example.com,south,Email Campaign,Small Business,2024-04-03
CUST-1452,Daniel Brown,,west,Organic Search,Consumer,2025-08-30
CUST-1453,Linda Taylor,linda.taylor2@example.com,North,,Corporate,2024-05-03
CUST-1454,Margaret Wilson,margaret.wilson62@example.com,  NORTH ,Paid Ads,Corporate,2024-04-01
CUST-1455,Lisa Brown,lisa.brown48@example.com,East,Paid Ads,Corporate,2024-05-16
CUST-1456,Christopher Jones,christopher.jones73@example.com,North,Referral,Small Business,2024-06-17
CUST-1457,Joseph Lopez,joseph.lopez81@example.com,South,Email Campaign,Small Business,2025-03-29
CUST-1458,Margaret Miller,margaret.miller13@example.com,South,Organic Search,Small Business,2025-01-28
CUST-1459,Barbara Wilson,barbara.wilson18@example.com,south,Social Media,Small Business,2024-03-27
CUST-1460,Linda Moore,linda.moore93@example.com,MIDWEST,Social Media,Small Business,2024-01-28
CUST-1461,Margaret Martinez,margaret.martinez78@example.com,Midwest,Paid Ads,Small Business,2025-02-05
CUST-1462,Elizabeth Johnson,elizabeth.johnson31@example.com,west,Email Campaign,Consumer,2024-09-03
CUST-1463,Jessica Martin,jessica.martin2@example.com, EAST,Social Media,Consumer,2025-01-31
CUST-1464,Margaret Jackson,margaret.jackson70@example.com,,Paid Ads,Corporate,2024-03-15
CUST-1465,James Jackson,james.jackson34@example.com,south,Organic Search,Consumer,2025-02-11
CUST-1466,Thomas Martinez,thomas.martinez65@example.com,West,Email Campaign,Small Business,2025-02-15
CUST-1467,John Moore,john.moore20@example.com,East,Organic Search,Corporate,2024-03-21
CUST-1468,Thomas Miller,thomas.miller20@example.com,Midwest,Social Media,Corporate,2025-08-23
CUST-1469,Christopher Williams,christopher.williams56@example.com,south,Organic Search,Consumer,2024-03-29
CUST-1470,Sandra Wilson,sandra.wilson79@example.com,MIDWEST,Organic Search,Corporate,2025-11-13
CUST-1471,Lisa Garcia,lisa.garcia91@example.com,South,,Consumer,2024-06-16
CUST-1472,Jessica Lopez,jessica.lopez93@example.com,East,Paid Ads,Corporate,2024-05-09
CUST-1473,Lisa Rodriguez,lisa.rodriguez16@example.com,North,Social Media,Corporate,2024-10-05
CUST-1474,Thomas Williams,thomas.williams74@example.com,,Organic Search,Corporate,2025-04-11
CUST-1475,Thomas Lopez,thomas.lopez73@example.com,South,Social Media,Consumer,2024-09-18
CUST-1476,Matthew Brown,matthew.brown87@example.com,  NORTH ,Paid Ads,Small Business,2025-06-05
CUST-1477,James Johnson,james.johnson2@example.com,south,Organic Search,Corporate,2025-01-07
CUST-1478,Richard Jones,richard.jones5@example.com,Midwest,,Small Business,2025-11-02
CUST-1479,Susan Davis,susan.davis54@example.com, EAST,Social Media,Consumer,2025-08-08
CUST-1480,Barbara Brown,barbara.brown7@example.com,South,Paid Ads,Small Business,2024-02-17
CUST-1481,Richard Williams,richard.williams37@example.com,East,Social Media,Consumer,2025-07-20
CUST-1482,Joseph Smith,joseph.smith38@example.com,MIDWEST,Social Media,Small Business,2025-09-29
CUST-1483,Linda Anderson,linda.anderson64@example.com,south,,Small Business,2024-09-08
CUST-1484,Robert Smith,robert.smith4@example.com,south,Referral,Corporate,2025-10-13
CUST-1485,Anthony Smith,anthony.smith1@example.com,,Email Campaign,Small Business,2024-11-10
CUST-1486,Patricia Miller,patricia.miller31@example.com,West,Email Campaign,Consumer,2024-05-25
CUST-1487,Daniel Rodriguez,daniel.rodriguez30@example.com,Midwest,Email Campaign,Small Business,2025-01-16
CUST-1488,Joseph Williams,joseph.williams65@example.com,South,,Corporate,2024-03-17
CUST-1489,Charles Jackson,charles.jackson85@example.com,South,Paid Ads,Corporate,2024-09-24
CUST-1490,Margaret Hernandez,margaret.hernandez51@example.com, EAST,Social Media,Corporate,2024-10-05
CUST-1491,Linda Williams,linda.williams18@example.com,MIDWEST,Organic Search,Consumer,2024-04-18
CUST-1492,Jennifer Anderson,jennifer.anderson53@example.com,  NORTH ,Referral,Corporate,2024-07-31
CUST-1493,Joseph Martinez,joseph.martinez16@example.com,  NORTH ,Paid Ads,Small Business,2024-11-07
CUST-1494,Anthony Martin,anthony.martin42@example.com,South,Organic Search,Small Business,2024-09-11
CUST-1495,Barbara Gonzalez,barbara.gonzalez87@example.com,East,Social Media,Consumer,2024-02-01
CUST-1496,Richard Anderson,richard.anderson71@example.com,south,Organic Search,Corporate,2024-04-14
CUST-1497,Betty Jones,betty.jones8@example.com,south,Paid Ads,Consumer,2025-02-14
CUST-1498,Barbara Williams,barbara.williams34@example.com,  NORTH ,Organic Search,Consumer,2024-07-21
CUST-1499,Donald Anderson,donald.anderson12@example.com, EAST,Organic Search,Consumer,2025-04-17
CUST-1500,Mary Garcia,mary.garcia56@example.com,West,Email Campaign,Consumer,2025-01-26
CUST-1501,Nancy Wilson,nancy.wilson28@example.com,South,Social Media,Corporate,2025-04-01
CUST-1502,Donald Jones,donald.jones80@example.com,MIDWEST,Paid Ads,Small Business,2024-10-29
CUST-1503,Jessica Wilson,jessica.wilson62@example.com,North,Organic Search,Corporate,2025-01-27
CUST-1504,Robert Wilson,robert.wilson68@example.com,south,,Small Business,2024-01-20
CUST-1505,Richard Lopez,richard.lopez63@example.com, EAST,Referral,Small Business,2024-11-25
CUST-1506,Richard Rodriguez,richard.rodriguez41@example.com,MIDWEST,Paid Ads,Consumer,2024-10-14
CUST-1507,Mary Thomas,mary.thomas99@example.com,MIDWEST,Paid Ads,Consumer,2024-04-12
CUST-1508,Linda Davis,linda.davis95@example.com,North,Paid Ads,Small Business,2025-02-01
CUST-1509,Barbara Garcia,barbara.garcia76@example.com, EAST,,Small Business,2025-01-02
CUST-1510,Sandra Jackson,, EAST,Referral,Small Business,2024-05-25
CUST-1511,Charles Miller,charles.miller64@example.com,Midwest,Social Media,Consumer,2025-05-17
CUST-1512,Mary Williams,mary.williams78@example.com,south,Organic Search,Small Business,2025-05-04
CUST-1513,James Hernandez,james.hernandez26@example.com,South,Social Media,Small Business,2024-06-30
CUST-1514,Sandra Hernandez,sandra.hernandez19@example.com,MIDWEST,,Consumer,2024-04-23
CUST-1515,Margaret Taylor,margaret.taylor10@example.com, EAST,,Small Business,2025-02-09
CUST-1516,Charles Brown,charles.brown42@example.com,South,Paid Ads,Small Business,2025-03-23
CUST-1517,Betty Thomas,betty.thomas23@example.com,Midwest,,Small Business,2024-12-31
CUST-1518,Linda Jackson,linda.jackson49@example.com,East,,Small Business,2024-10-28
CUST-1519,Robert Garcia,robert.garcia90@example.com,MIDWEST,Email Campaign,Small Business,2024-02-03
CUST-1520,Jennifer Martin,jennifer.martin79@example.com,south,,Small Business,2024-04-16
CUST-1521,Sandra Thomas,sandra.thomas96@example.com,  NORTH ,Paid Ads,Corporate,2024-11-23
CUST-1522,Jennifer Williams,jennifer.williams86@example.com,,,Corporate,2025-04-02
CUST-1523,James Rodriguez,james.rodriguez89@example.com,  NORTH ,Social Media,Corporate,2024-04-20
CUST-1524,Lisa Smith,lisa.smith57@example.com,West,Paid Ads,Corporate,2025-05-19
CUST-1525,Donald Gonzalez,donald.gonzalez49@example.com,  NORTH ,Email Campaign,Small Business,2025-10-28
CUST-1526,Matthew Davis,matthew.davis10@example.com,North,Social Media,Consumer,2024-11-22
CUST-1527,William Brown,william.brown22@example.com,West,Paid Ads,Small Business,2024-03-17
CUST-1528,Sarah Williams,sarah.williams79@example.com,west,,Consumer,2025-03-17
CUST-1529,Christopher Garcia,christopher.garcia56@example.com,South,Organic Search,Consumer,2024-12-05
CUST-1530,Michael Miller,michael.miller71@example.com,Midwest,Social Media,Small Business,2024-10-15
CUST-1531,Elizabeth Davis,elizabeth.davis51@example.com,MIDWEST,Referral,Corporate,2024-06-06
CUST-1532,Mary Lopez,,  NORTH ,Social Media,Small Business,2025-10-02
CUST-1533,Karen Thomas,karen.thomas4@example.com,south,Paid Ads,Small Business,2024-10-25
CUST-1534,John Thomas,john.thomas40@example.com,West,Email Campaign,Corporate,2025-11-07
CUST-1535,William Williams,william.williams50@example.com,South,Social Media,Corporate,2025-01-13
CUST-1536,Jennifer Anderson,jennifer.anderson57@example.com,west,Social Media,Consumer,2024-10-02
CUST-1537,Charles Johnson,charles.johnson90@example.com,,Organic Search,Consumer,2025-11-15
CUST-1538,Barbara Moore,barbara.moore97@example.com,MIDWEST,Paid Ads,Small Business,2024-03-03
CUST-1539,Anthony Gonzalez,anthony.gonzalez54@example.com,Midwest,,Corporate,2025-08-09
CUST-1540,Donald Davis,donald.davis11@example.com,West,,Consumer,2025-05-29
CUST-1541,Charles Taylor,charles.taylor87@example.com,MIDWEST,Paid Ads,Consumer,2025-04-04
CUST-1542,Jennifer Garcia,jennifer.garcia25@example.com,South,Organic Search,Corporate,2024-03-21
CUST-1543,Nancy Wilson,nancy.wilson81@example.com,South,Referral,Corporate,2024-11-23
CUST-1544,Sandra Williams,sandra.williams72@example.com,West,Referral,Corporate,2024-10-09
CUST-1545,Thomas Anderson,thomas.anderson2@example.com,MIDWEST,Referral,Small Business,2025-03-05
CUST-1546,Patricia Wilson,patricia.wilson73@example.com,MIDWEST,Referral,Consumer,2024-04-18
CUST-1547,Charles Brown,charles.brown69@example.com, EAST,Email Campaign,Corporate,2025-01-27
CUST-1548,Christopher Thomas,christopher.thomas61@example.com,North,Paid Ads,Corporate,2025-02-16
CUST-1549,Robert Martin,robert.martin89@example.com,West,Organic Search,Corporate,2024-12-05
CUST-1550,Daniel Davis,daniel.davis61@example.com,East,Social Media,Consumer,2024-12-11
CUST-1551,Anthony Martinez,anthony.martinez63@example.com,,Organic Search,Consumer,2024-05-17
CUST-1552,Elizabeth Anderson,elizabeth.anderson42@example.com,East,,Corporate,2025-09-11
CUST-1553,Christopher Williams,christopher.williams28@example.com,West,,Corporate,2025-06-12
CUST-1554,Margaret Lopez,margaret.lopez66@example.com,South,Organic Search,Corporate,2025-06-02
CUST-1555,Richard Jones,richard.jones68@example.com,MIDWEST,Organic Search,Consumer,2024-07-16
CUST-1556,Donald Miller,donald.miller32@example.com,North,Email Campaign,Consumer,2025-01-04
CUST-1557,Daniel Miller,daniel.miller60@example.com,Midwest,Email Campaign,Small Business,2024-05-06
CUST-1558,Nancy Smith,nancy.smith63@example.com,MIDWEST,Email Campaign,Consumer,2025-04-30
CUST-1559,Charles Moore,charles.moore21@example.com,East,,Small Business,2024-04-02
CUST-1560,Elizabeth Smith,elizabeth.smith21@example.com,MIDWEST,Paid Ads,Consumer,2025-10-24
CUST-1561,Linda Miller,linda.miller53@example.com,Midwest,Organic Search,Small Business,2024-01-10
CUST-1562,Jessica Jones,jessica.jones77@example.com,North,Paid Ads,Corporate,2025-09-14
CUST-1563,Betty Martinez,betty.martinez91@example.com,,Social Media,Corporate,2025-01-20
CUST-1564,Margaret Lopez,margaret.lopez28@example.com,west,Social Media,Small Business,2025-06-17
CUST-1565,Anthony Martin,anthony.martin14@example.com,North,Referral,Small Business,2025-01-18
CUST-1566,Sarah Martin,sarah.martin39@example.com,,Organic Search,Corporate,2024-03-06
CUST-1567,David Rodriguez,david.rodriguez36@example.com,East,,Small Business,2025-10-29
CUST-1568,Elizabeth Miller,elizabeth.miller98@example.com,south,Organic Search,Small Business,2025-02-17
CUST-1569,Nancy Hernandez,nancy.hernandez93@example.com,North,,Corporate,2024-10-29
CUST-1570,William Wilson,william.wilson95@example.com,North,Referral,Small Business,2025-08-08
CUST-1571,Anthony Miller,anthony.miller92@example.com,south,,Small Business,2025-10-15
CUST-1572,Betty Thomas,betty.thomas86@example.com, EAST,Referral,Corporate,2024-06-23
CUST-1573,Anthony Moore,anthony.moore13@example.com,west,Paid Ads,Small Business,2024-09-21
CUST-1574,Lisa Moore,lisa.moore24@example.com,,Social Media,Small Business,2024-04-01
CUST-1575,Linda Lopez,linda.lopez40@example.com,West,Social Media,Corporate,2024-09-23
CUST-1576,Charles Martinez,charles.martinez16@example.com,west,Organic Search,Small Business,2025-08-20
CUST-1577,Charles Martin,charles.martin25@example.com,Midwest,Organic Search,Small Business,2025-01-25
CUST-1578,Thomas Martinez,thomas.martinez20@example.com,South,Paid Ads,Corporate,2025-02-23
CUST-1579,Charles Anderson,charles.anderson92@example.com,South,Organic Search,Corporate,2024-12-06
CUST-1580,Christopher Garcia,christopher.garcia8@example.com,North,Email Campaign,Corporate,2024-08-02
CUST-1581,Matthew Garcia,matthew.garcia21@example.com,west,Organic Search,Consumer,2025-09-21
CUST-1582,Susan Wilson,susan.wilson62@example.com,West,Organic Search,Consumer,2025-06-30
CUST-1583,Michael Lopez,michael.lopez42@example.com,Midwest,Paid Ads,Consumer,2025-11-23
CUST-1584,James Davis,james.davis45@example.com,East,Paid Ads,Consumer,2025-01-27
CUST-1585,Thomas Jackson,thomas.jackson9@example.com,North,Social Media,Corporate,2025-04-11
