order_id,order_date,customer_id,product_id,quantity,discount,payment_method,shipping_cost,product_name,category,unit_cost,unit_price,unit_margin,target_margin_pct,customer_name,email,region,acquisition_channel,customer_segment,signup_date,is_returned,return_reason,gross_sales,discount_amount,net_sales,total_cost,gross_profit,profit_margin_pct,net_revenue,net_profit_final,order_year,order_month,order_year_month,order_quarter,day_of_week
ORD-10979,2024-03-09,CUST-1295,PROD-30,4,0.2,Store Credit,12.8,Air Purifier for Large Room,Home & Kitchen,75.0,159.99,84.99000000000001,53.12,Elizabeth Moore,missing_email@apexretail.com,North,Email Campaign,Consumer,2024-09-27,0,No Return,639.96,127.99200000000002,511.968,300.0,211.96800000000002,41.40258766172886,511.968,211.96800000000002,2024,3,2024-03,2024Q1,Saturday
ORD-10980,2025-02-17,CUST-1663,PROD-34,5,0.15,Store Credit,16.02,Deep Cleansing Charcoal Scrub,Beauty & Care,7.0,19.99,12.989999999999998,64.98,Nancy Lopez,nancy.lopez2@example.com,Midwest,Referral,Consumer,2024-05-06,0,No Return,99.94999999999999,14.992499999999998,84.9575,35.0,49.957499999999996,58.80293087720331,84.9575,49.957499999999996,2025,2,2025-02,2025Q1,Monday
ORD-10981,2025-06-20,CUST-1879,PROD-32,1,0.0,Credit Card,13.59,Sonic Electric Toothbrush,Beauty & Care,28.0,69.99,41.989999999999995,59.99,Betty Brown,betty.brown27@example.com,Midwest,Email Campaign,Corporate,2024-02-16,0,No Return,69.99,0.0,69.99,28.0,41.989999999999995,59.99428489784254,69.99,41.989999999999995,2025,6,2025-06,2025Q2,Friday
ORD-10982,2025-01-11,CUST-1926,PROD-27,3,0.05,Credit Card,9.02,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,Christopher Smith,christopher.smith63@example.com,Unknown,Email Campaign,Consumer,2024-03-27,0,No Return,149.97,7.4985,142.4715,66.0,76.47149999999999,53.67494551541887,142.4715,76.47149999999999,2025,1,2025-01,2025Q1,Saturday
ORD-10983,2024-07-22,CUST-1794,PROD-41,4,0.15,PayPal,14.38,Adjustable Dumbbell Set 50lbs,Sports & Outdoors,110.0,249.99,139.99,56.0,Christopher Gonzalez,christopher.gonzalez68@example.com,Midwest,Direct / Organic,Small Business,2024-09-19,0,No Return,999.96,149.994,849.966,440.0,409.966,48.23322344658492,849.966,409.966,2024,7,2024-07,2024Q3,Monday
ORD-10984,2024-11-05,CUST-1923,PROD-15,3,0.1,Store Credit,11.45,Unisex Fleece Pullover Hoodie,Apparel,20.0,55.0,35.0,63.64,Christopher Hernandez,christopher.hernandez52@example.com,West,Email Campaign,Small Business,2024-08-04,0,No Return,165.0,16.5,148.5,60.0,88.5,59.59595959595959,148.5,88.5,2024,11,2024-11,2024Q4,Tuesday
ORD-10985,2025-04-21,CUST-1134,PROD-27,2,0.0,Credit Card,8.72,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,David Rodriguez,david.rodriguez99@example.com,West,Referral,Consumer,2025-11-04,0,No Return,99.98,0.0,99.98,44.0,55.980000000000004,55.99119823964793,99.98,55.980000000000004,2025,4,2025-04,2025Q2,Monday
ORD-10986,2024-02-24,CUST-1909,PROD-42,1,0.15,Debit Card,9.67,Waterproof 4-Person Camping Tent,Beauty & Care,60.0,149.99,89.99000000000001,60.0,Matthew Lopez,matthew.lopez17@example.com,Midwest,Organic Search,Corporate,2024-04-19,0,No Return,149.99,22.4985,127.4915,60.0,67.4915,52.93803900652201,127.4915,67.4915,2024,2,2024-02,2024Q1,Saturday
ORD-10987,2025-06-08,CUST-1890,PROD-31,3,0.0,Debit Card,18.74,Hydrating Facial Serum Vitamin C,Beauty & Care,12.0,34.0,22.0,64.71,William Wilson,william.wilson31@example.com,East,Email Campaign,Corporate,2024-08-09,0,No Return,102.0,0.0,102.0,36.0,66.0,64.70588235294117,102.0,66.0,2025,6,2025-06,2025Q2,Sunday
ORD-10988,2024-06-18,CUST-1763,PROD-46,1,0.0,Credit Card,7.49,Trekking Poles Aluminum Pair,Apparel,16.0,39.99,23.990000000000002,59.99,Jessica Moore,missing_email@apexretail.com,West,Email Campaign,Corporate,2024-01-10,0,No Return,39.99,0.0,39.99,16.0,23.990000000000002,59.989997499374844,39.99,23.990000000000002,2024,6,2024-06,2024Q2,Tuesday
ORD-10989,2025-06-17,CUST-1343,PROD-40,5,0.05,Debit Card,9.88,Beard Grooming & Trimming Kit,Beauty & Care,14.0,35.0,21.0,60.0,Elizabeth Wilson,elizabeth.wilson18@example.com,Unknown,Direct / Organic,Small Business,2025-03-06,0,No Return,175.0,8.75,166.25,70.0,96.25,57.89473684210527,166.25,96.25,2025,6,2025-06,2025Q2,Tuesday
ORD-10990,2025-06-13,CUST-1777,PROD-32,5,0.0,Credit Card,15.65,Sonic Electric Toothbrush,Beauty & Care,28.0,69.99,41.989999999999995,59.99,Sandra Hernandez,sandra.hernandez94@example.com,North,Direct / Organic,Small Business,2025-06-17,0,No Return,349.95,0.0,349.95,140.0,209.95,59.99428489784254,349.95,209.95,2025,6,2025-06,2025Q2,Friday
ORD-10992,2025-10-12,CUST-1937,PROD-13,4,0.05,Store Credit,7.51,Classic Cotton Crewneck T-Shirt,Apparel,8.0,24.0,16.0,66.67,Charles Garcia,charles.garcia85@example.com,East,Direct / Organic,Small Business,2024-01-28,0,No Return,96.0,4.800000000000001,91.2,32.0,59.2,64.91228070175438,91.2,59.2,2025,10,2025-10,2025Q4,Sunday
ORD-10993,2024-02-15,CUST-1200,PROD-27,4,0.0,Store Credit,12.74,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,Daniel Martinez,daniel.martinez45@example.com,North,Paid Ads,Consumer,2025-08-02,0,No Return,199.96,0.0,199.96,88.0,111.96000000000001,55.99119823964793,199.96,111.96000000000001,2024,2,2024-02,2024Q1,Thursday
ORD-10994,2024-09-18,CUST-1068,PROD-11,3,0.2,Store Credit,16.58,Men's Lightweight Running Jacket,Apparel,25.0,65.0,40.0,61.54,Margaret Brown,margaret.brown39@example.com,Midwest,Social Media,Small Business,2025-02-22,0,No Return,195.0,39.0,156.0,75.0,81.0,51.92307692307693,156.0,81.0,2024,9,2024-09,2024Q3,Wednesday
ORD-10997,2024-12-04,CUST-1160,PROD-43,5,0.15,Debit Card,16.89,Insulated Stainless Hydration Bottle,Sports & Outdoors,10.0,29.99,19.99,66.66,Linda Gonzalez,linda.gonzalez74@example.com,East,Direct / Organic,Corporate,2024-01-23,0,No Return,149.95,22.492499999999996,127.4575,50.0,77.4575,60.77123747131397,127.4575,77.4575,2024,12,2024-12,2024Q4,Wednesday
ORD-10998,2024-09-08,CUST-1495,PROD-18,5,0.05,Store Credit,19.55,Breathable Athletic Socks (6-Pack),Home & Kitchen,6.0,18.0,12.0,66.67,Barbara Gonzalez,barbara.gonzalez87@example.com,East,Social Media,Consumer,2024-02-01,0,No Return,90.0,4.5,85.5,30.0,55.5,64.91228070175438,85.5,55.5,2024,9,2024-09,2024Q3,Sunday
ORD-10999,2025-02-18,CUST-1821,PROD-17,2,0.15,PayPal,17.5,Thermal Base Layer Top,Apparel,15.0,38.0,23.0,60.53,Karen Taylor,karen.taylor10@example.com,East,Email Campaign,Corporate,2025-08-12,0,No Return,76.0,11.4,64.6,30.0,34.599999999999994,53.56037151702786,64.6,34.599999999999994,2025,2,2025-02,2025Q1,Tuesday
ORD-11000,2024-08-12,CUST-1927,PROD-10,5,0.15,Debit Card,10.59,HD Webcam 1080p,Sports & Outdoors,30.0,69.99,39.989999999999995,57.14,Robert Wilson,robert.wilson90@example.com,Midwest,Email Campaign,Small Business,2024-07-03,0,No Return,349.95,52.4925,297.4575,150.0,147.45749999999998,49.572628022490605,297.4575,147.45749999999998,2024,8,2024-08,2024Q3,Monday
ORD-11001,2025-02-13,CUST-1084,PROD-16,4,0.2,Credit Card,16.39,Slim-Fit Denim Jeans,Electronics,28.0,68.0,40.0,58.82,Susan Wilson,susan.wilson60@example.com,West,Organic Search,Consumer,2025-03-06,0,No Return,272.0,54.400000000000006,217.6,112.0,105.6,48.529411764705884,217.6,105.6,2025,2,2025-02,2025Q1,Thursday
ORD-11002,2024-02-28,CUST-1158,PROD-27,1,0.05,Debit Card,5.88,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,Sarah Garcia,sarah.garcia45@example.com,Midwest,Social Media,Small Business,2025-03-10,0,No Return,49.99,2.4995000000000003,47.490500000000004,22.0,25.490500000000004,53.674945515418884,47.490500000000004,25.490500000000004,2024,2,2024-02,2024Q1,Wednesday
ORD-11004,2025-09-17,CUST-1613,PROD-21,1,0.0,Credit Card,5.31,Stainless Steel Espresso Machine,Home & Kitchen,140.0,299.99,159.99,53.33,Christopher Gonzalez,christopher.gonzalez31@example.com,North,Email Campaign,Corporate,2025-08-09,0,No Return,299.99,0.0,299.99,140.0,159.99,53.3317777259242,299.99,159.99,2025,9,2025-09,2025Q3,Wednesday
ORD-11005,2024-01-09,CUST-1919,PROD-06,2,0.0,Credit Card,11.53,Smart Watch Series V,Electronics,110.0,229.99,119.99000000000001,52.17,Michael Hernandez,michael.hernandez87@example.com,East,Email Campaign,Small Business,2024-12-18,0,No Return,459.98,0.0,459.98,220.0,239.98000000000002,52.17183355798078,459.98,239.98000000000002,2024,1,2024-01,2024Q1,Tuesday
ORD-11007,2024-06-18,CUST-1040,PROD-38,1,0.15,Credit Card,17.13,Natural Sunscreen SPF 50,Beauty & Care,8.0,22.0,14.0,63.64,Robert Miller,robert.miller8@example.com,Midwest,Direct / Organic,Small Business,2024-03-03,0,No Return,22.0,3.3,18.7,8.0,10.7,57.21925133689839,18.7,10.7,2024,6,2024-06,2024Q2,Tuesday
ORD-11008,2024-07-15,CUST-1844,PROD-32,5,0.05,Credit Card,17.38,Sonic Electric Toothbrush,Beauty & Care,28.0,69.99,41.989999999999995,59.99,Robert Garcia,missing_email@apexretail.com,Midwest,Referral,Corporate,2025-09-12,0,No Return,349.95,17.4975,332.4525,140.0,192.4525,57.88872094509742,332.4525,192.4525,2024,7,2024-07,2024Q3,Monday
ORD-11009,2024-03-14,CUST-1067,PROD-30,3,0.0,Credit Card,5.53,Air Purifier for Large Room,Home & Kitchen,75.0,159.99,84.99000000000001,53.12,Michael Lopez,michael.lopez86@example.com,East,Referral,Corporate,2025-11-10,1,Late Delivery,479.97,0.0,479.97,225.0,254.97000000000003,53.12207012938309,0.0,-5.53,2024,3,2024-03,2024Q1,Thursday
ORD-11010,2025-09-13,CUST-1403,PROD-22,4,0.1,Debit Card,19.22,Non-Stick Ceramic Cookware Set,Beauty & Care,80.0,189.99,109.99000000000001,57.89,Patricia Jackson,patricia.jackson70@example.com,South,Direct / Organic,Small Business,2024-01-28,0,No Return,759.96,75.99600000000001,683.964,320.0,363.96400000000006,53.2139118433134,683.964,363.96400000000006,2025,9,2025-09,2025Q3,Saturday
ORD-11011,2024-11-09,CUST-1411,PROD-27,2,0.05,Debit Card,7.36,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,Linda Taylor,linda.taylor72@example.com,Midwest,Direct / Organic,Small Business,2024-08-14,1,Late Delivery,99.98,4.9990000000000006,94.98100000000001,44.0,50.98100000000001,53.674945515418884,0.0,-7.36,2024,11,2024-11,2024Q4,Saturday
ORD-11012,2025-04-17,CUST-1082,PROD-04,1,0.0,Credit Card,19.96,Ergonomic Wireless Mouse,Electronics,20.0,49.99,29.990000000000002,59.99,Joseph Williams,joseph.williams31@example.com,East,Social Media,Corporate,2025-07-07,0,No Return,49.99,0.0,49.99,20.0,29.990000000000002,59.991998399679936,49.99,29.990000000000002,2025,4,2025-04,2025Q2,Thursday
ORD-11013,2024-05-09,CUST-1789,PROD-22,5,0.0,Store Credit,10.96,Non-Stick Ceramic Cookware Set,Beauty & Care,80.0,189.99,109.99000000000001,57.89,Matthew Taylor,matthew.taylor24@example.com,North,Referral,Corporate,2025-09-27,0,No Return,949.95,0.0,949.95,400.0,549.95,57.89252065898205,949.95,549.95,2024,5,2024-05,2024Q2,Thursday
ORD-11014,2024-05-05,CUST-1688,PROD-36,3,0.2,PayPal,18.32,Anti-Aging Retinol Night Cream,Beauty & Care,15.0,42.0,27.0,64.29,Christopher Rodriguez,christopher.rodriguez24@example.com,South,Social Media,Small Business,2024-05-01,0,No Return,126.0,25.200000000000003,100.8,45.0,55.8,55.35714285714286,100.8,55.8,2024,5,2024-05,2024Q2,Sunday
ORD-11015,2025-11-02,CUST-1197,PROD-23,1,0.05,Store Credit,6.97,Smart Robot Vacuum Cleaner,Home & Kitchen,160.0,349.99,189.99,54.28,Margaret Brown,margaret.brown72@example.com,East,Organic Search,Corporate,2025-08-10,0,No Return,349.99,17.4995,332.4905,160.0,172.4905,51.87832434310153,332.4905,172.4905,2025,11,2025-11,2025Q4,Sunday
ORD-11017,2025-12-25,CUST-1938,PROD-49,2,0.0,PayPal,19.26,Outdoor Hydration Backpack 2L,Apparel,18.0,44.99,26.990000000000002,59.99,Elizabeth Thomas,elizabeth.thomas65@example.com,North,Social Media,Corporate,2024-05-15,0,No Return,89.98,0.0,89.98,36.0,53.980000000000004,59.991109135363416,89.98,53.980000000000004,2025,12,2025-12,2025Q4,Thursday
ORD-11018,2025-03-01,CUST-1343,PROD-10,2,0.0,Credit Card,13.65,HD Webcam 1080p,Sports & Outdoors,30.0,69.99,39.989999999999995,57.14,Elizabeth Wilson,elizabeth.wilson18@example.com,Unknown,Direct / Organic,Small Business,2025-03-06,0,No Return,139.98,0.0,139.98,60.0,79.97999999999999,57.13673381911701,139.98,79.97999999999999,2025,3,2025-03,2025Q1,Saturday
ORD-11019,2024-10-11,CUST-1428,PROD-03,3,0.2,Debit Card,16.79,Mechanical Gaming Keyboard,Electronics,45.0,99.99,54.989999999999995,55.0,Elizabeth Jones,elizabeth.jones58@example.com,Midwest,Organic Search,Corporate,2024-01-10,0,No Return,299.96999999999997,59.994,239.97599999999997,135.0,104.97599999999997,43.74437443744374,239.97599999999997,104.97599999999997,2024,10,2024-10,2024Q4,Friday
ORD-11020,2025-01-16,CUST-1791,PROD-33,2,0.05,Credit Card,8.37,Organic Argan Hair Oil Repair,Beauty & Care,9.0,26.0,17.0,65.38,Nancy Thomas,nancy.thomas20@example.com,Midwest,Social Media,Corporate,2025-02-23,0,No Return,52.0,2.6,49.4,18.0,31.4,63.56275303643725,49.4,31.4,2025,1,2025-01,2025Q1,Thursday
ORD-11022,2025-08-28,CUST-1774,PROD-30,3,0.0,Store Credit,13.42,Air Purifier for Large Room,Home & Kitchen,75.0,159.99,84.99000000000001,53.12,John Moore,john.moore25@example.com,East,Email Campaign,Consumer,2024-05-04,0,No Return,479.97,0.0,479.97,225.0,254.97000000000003,53.12207012938309,479.97,254.97000000000003,2025,8,2025-08,2025Q3,Thursday
ORD-11023,2024-03-05,CUST-1952,PROD-30,5,0.15,PayPal,18.76,Air Purifier for Large Room,Home & Kitchen,75.0,159.99,84.99000000000001,53.12,Nancy Anderson,nancy.anderson93@example.com,East,Social Media,Consumer,2024-02-04,0,No Return,799.95,119.9925,679.9575,375.0,304.9575,44.849494269862454,679.9575,304.9575,2024,3,2024-03,2024Q1,Tuesday
ORD-11024,2025-08-28,CUST-1913,PROD-42,2,0.2,Credit Card,8.06,Waterproof 4-Person Camping Tent,Beauty & Care,60.0,149.99,89.99000000000001,60.0,Sarah Davis,sarah.davis86@example.com,North,Direct / Organic,Small Business,2025-08-10,0,No Return,299.98,59.99600000000001,239.984,120.0,119.98400000000001,49.996666444429636,239.984,119.98400000000001,2025,8,2025-08,2025Q3,Thursday
ORD-11025,2024-09-28,CUST-1228,PROD-29,1,0.1,Credit Card,19.33,Automatic Drip Coffee Maker,Home & Kitchen,25.0,59.99,34.99,58.33,Sandra Lopez,sandra.lopez84@example.com,Unknown,Email Campaign,Consumer,2025-09-01,0,No Return,59.99,5.9990000000000006,53.991,25.0,28.991,53.69598636809839,53.991,28.991,2024,9,2024-09,2024Q3,Saturday
ORD-11026,2024-10-07,CUST-1963,PROD-27,3,0.15,Credit Card,11.94,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,Donald Gonzalez,donald.gonzalez66@example.com,West,Email Campaign,Corporate,2025-02-17,0,No Return,149.97,22.4955,127.4745,66.0,61.474500000000006,48.22493910546816,127.4745,61.474500000000006,2024,10,2024-10,2024Q4,Monday
ORD-11027,2025-08-17,CUST-1295,PROD-50,2,0.1,Credit Card,15.6,Compact LED Camping Lantern,Sports & Outdoors,8.0,21.99,13.989999999999998,63.62,Elizabeth Moore,missing_email@apexretail.com,North,Email Campaign,Consumer,2024-09-27,0,No Return,43.98,4.398,39.581999999999994,16.0,23.581999999999994,59.57758577131018,39.581999999999994,23.581999999999994,2025,8,2025-08,2025Q3,Sunday
ORD-11028,2024-06-30,CUST-1702,PROD-28,2,0.1,Credit Card,5.58,"Chef's Knife Japanese Steel 8""",Home & Kitchen,30.0,74.99,44.989999999999995,59.99,Betty Gonzalez,betty.gonzalez95@example.com,Midwest,Organic Search,Corporate,2024-05-17,0,No Return,149.98,14.998,134.982,60.0,74.982,55.54962883940081,134.982,74.982,2024,6,2024-06,2024Q2,Sunday
ORD-11029,2024-09-21,CUST-1264,PROD-27,4,0.0,PayPal,9.77,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,Betty Johnson,betty.johnson82@example.com,West,Social Media,Small Business,2025-11-26,0,No Return,199.96,0.0,199.96,88.0,111.96000000000001,55.99119823964793,199.96,111.96000000000001,2024,9,2024-09,2024Q3,Saturday
ORD-11030,2024-10-22,CUST-1562,PROD-41,2,0.0,Credit Card,19.25,Adjustable Dumbbell Set 50lbs,Sports & Outdoors,110.0,249.99,139.99,56.0,Jessica Jones,jessica.jones77@example.com,North,Paid Ads,Corporate,2025-09-14,0,No Return,499.98,0.0,499.98,220.0,279.98,55.99823992959718,499.98,279.98,2024,10,2024-10,2024Q4,Tuesday
ORD-11031,2024-03-08,CUST-1968,PROD-18,1,0.1,Debit Card,5.93,Breathable Athletic Socks (6-Pack),Home & Kitchen,6.0,18.0,12.0,66.67,Donald Brown,donald.brown46@example.com,West,Organic Search,Small Business,2025-03-24,0,No Return,18.0,1.8,16.2,6.0,10.2,62.96296296296296,16.2,10.2,2024,3,2024-03,2024Q1,Friday
ORD-11032,2025-07-01,CUST-1685,PROD-40,1,0.05,Credit Card,9.64,Beard Grooming & Trimming Kit,Beauty & Care,14.0,35.0,21.0,60.0,Richard Gonzalez,richard.gonzalez84@example.com,North,Referral,Corporate,2025-01-20,0,No Return,35.0,1.75,33.25,14.0,19.25,57.89473684210527,33.25,19.25,2025,7,2025-07,2025Q3,Tuesday
ORD-11033,2025-02-01,CUST-1257,PROD-47,5,0.0,Credit Card,6.59,Resistance Exercise Bands (Set of 5),Sports & Outdoors,7.0,19.99,12.989999999999998,64.98,Jessica Rodriguez,jessica.rodriguez83@example.com,South,Social Media,Corporate,2024-02-18,0,No Return,99.94999999999999,0.0,99.94999999999999,35.0,64.94999999999999,64.98249124562281,99.94999999999999,64.94999999999999,2025,2,2025-02,2025Q1,Saturday
ORD-11034,2024-12-16,CUST-1548,PROD-13,3,0.0,Debit Card,17.65,Classic Cotton Crewneck T-Shirt,Apparel,8.0,24.0,16.0,66.67,Christopher Thomas,christopher.thomas61@example.com,North,Paid Ads,Corporate,2025-02-16,0,No Return,72.0,0.0,72.0,24.0,48.0,66.66666666666666,72.0,48.0,2024,12,2024-12,2024Q4,Monday
ORD-11035,2025-03-18,CUST-1832,PROD-26,2,0.15,Store Credit,16.37,Memory Foam Queen Mattress Topper,Home & Kitchen,65.0,139.99,74.99000000000001,53.57,Richard Taylor,richard.taylor13@example.com,East,Email Campaign,Small Business,2025-06-28,0,No Return,279.98,41.997,237.983,130.0,107.983,45.37424942117714,237.983,107.983,2025,3,2025-03,2025Q1,Tuesday
ORD-11037,2025-10-19,CUST-1038,PROD-29,5,0.05,Credit Card,19.79,Automatic Drip Coffee Maker,Home & Kitchen,25.0,59.99,34.99,58.33,Jessica Miller,jessica.miller8@example.com,South,Email Campaign,Consumer,2025-02-03,0,No Return,299.95,14.9975,284.9525,125.0,159.9525,56.13303971714584,284.9525,159.9525,2025,10,2025-10,2025Q4,Sunday
ORD-11038,2025-01-16,CUST-1858,PROD-01,4,0.0,PayPal,17.48,Wireless Noise-Canceling Headphones,Electronics,120.0,249.99,129.99,52.0,Donald Miller,donald.miller12@example.com,East,Social Media,Small Business,2025-10-26,0,No Return,999.96,0.0,999.96,480.0,519.96,51.998079923196926,999.96,519.96,2025,1,2025-01,2025Q1,Thursday
ORD-11039,2025-08-31,CUST-1608,PROD-09,5,0.15,Debit Card,5.91,Noise Isolating Earbuds,Electronics,25.0,59.99,34.99,58.33,Lisa Jackson,lisa.jackson86@example.com,East,Referral,Small Business,2025-09-25,0,No Return,299.95,44.9925,254.95749999999998,125.0,129.95749999999998,50.97222086033947,254.95749999999998,129.95749999999998,2025,8,2025-08,2025Q3,Sunday
ORD-11040,2024-02-03,CUST-1252,PROD-20,4,0.05,Credit Card,17.73,Winter Insulated Gloves,Sports & Outdoors,12.0,32.0,20.0,62.5,Barbara Rodriguez,barbara.rodriguez46@example.com,North,Social Media,Consumer,2025-11-03,0,No Return,128.0,6.4,121.6,48.0,73.6,60.526315789473685,121.6,73.6,2024,2,2024-02,2024Q1,Saturday
ORD-11041,2024-02-26,CUST-1141,PROD-45,4,0.0,Debit Card,9.43,Folding Camping Chair Set,Sports & Outdoors,22.0,54.99,32.99,59.99,Joseph Moore,joseph.moore25@example.com,Midwest,Referral,Small Business,2024-05-19,0,No Return,219.96,0.0,219.96,88.0,131.96,59.99272595017276,219.96,131.96,2024,2,2024-02,2024Q1,Monday
ORD-11043,2024-01-27,CUST-1729,PROD-06,5,0.15,Credit Card,17.62,Smart Watch Series V,Electronics,110.0,229.99,119.99000000000001,52.17,Donald Jackson,donald.jackson96@example.com,Unknown,Paid Ads,Corporate,2024-07-23,0,No Return,1149.95,172.4925,977.4575,550.0,427.4575,43.73156889174209,977.4575,427.4575,2024,1,2024-01,2024Q1,Saturday
ORD-11045,2024-03-21,CUST-1862,PROD-49,5,0.0,Credit Card,18.95,Outdoor Hydration Backpack 2L,Apparel,18.0,44.99,26.990000000000002,59.99,Margaret Jones,margaret.jones19@example.com,South,Direct / Organic,Consumer,2025-03-05,1,Late Delivery,224.95000000000002,0.0,224.95000000000002,90.0,134.95000000000002,59.991109135363416,0.0,-18.95,2024,3,2024-03,2024Q1,Thursday
ORD-11046,2025-12-08,CUST-1674,PROD-20,4,0.0,Debit Card,18.69,Winter Insulated Gloves,Sports & Outdoors,12.0,32.0,20.0,62.5,Jennifer Martin,jennifer.martin36@example.com,South,Referral,Consumer,2024-09-26,0,No Return,128.0,0.0,128.0,48.0,80.0,62.5,128.0,80.0,2025,12,2025-12,2025Q4,Monday
ORD-11047,2025-03-06,CUST-1759,PROD-04,1,0.15,Credit Card,5.7,Ergonomic Wireless Mouse,Electronics,20.0,49.99,29.990000000000002,59.99,Daniel Moore,daniel.moore77@example.com,West,Direct / Organic,Small Business,2025-10-13,0,No Return,49.99,7.4985,42.4915,20.0,22.491500000000002,52.93176282315287,42.4915,22.491500000000002,2025,3,2025-03,2025Q1,Thursday
ORD-11048,2025-05-03,CUST-1416,PROD-35,2,0.15,Credit Card,18.31,Gentle Daily Face Moisturizer,Beauty & Care,10.0,28.0,18.0,64.29,Mary Brown,missing_email@apexretail.com,East,Direct / Organic,Consumer,2025-11-24,0,No Return,56.0,8.4,47.6,20.0,27.6,57.98319327731093,47.6,27.6,2025,5,2025-05,2025Q2,Saturday
ORD-11049,2024-09-10,CUST-1665,PROD-37,1,0.2,Credit Card,11.52,Professional Hair Dryer 1875W,Beauty & Care,25.0,59.99,34.99,58.33,Michael Lopez,michael.lopez83@example.com,Midwest,Paid Ads,Consumer,2024-07-07,0,No Return,59.99,11.998000000000001,47.992000000000004,25.0,22.992000000000004,47.90798466411069,47.992000000000004,22.992000000000004,2024,9,2024-09,2024Q3,Tuesday
ORD-11050,2025-12-26,CUST-1842,PROD-44,4,0.0,Credit Card,17.99,Ultra-Thick Non-Slip Yoga Mat,Sports & Outdoors,14.0,36.0,22.0,61.11,Jennifer Hernandez,jennifer.hernandez19@example.com,North,Social Media,Corporate,2025-02-25,0,No Return,144.0,0.0,144.0,56.0,88.0,61.111111111111114,144.0,88.0,2025,12,2025-12,2025Q4,Friday
ORD-11051,2025-08-13,CUST-1193,PROD-32,1,0.1,PayPal,13.8,Sonic Electric Toothbrush,Beauty & Care,28.0,69.99,41.989999999999995,59.99,Anthony Williams,anthony.williams13@example.com,East,Paid Ads,Small Business,2024-03-02,0,No Return,69.99,6.999,62.99099999999999,28.0,34.99099999999999,55.54920544204727,62.99099999999999,34.99099999999999,2025,8,2025-08,2025Q3,Wednesday
ORD-11052,2025-02-01,CUST-1353,PROD-09,5,0.1,Credit Card,8.59,Noise Isolating Earbuds,Electronics,25.0,59.99,34.99,58.33,Thomas Davis,thomas.davis36@example.com,North,Referral,Small Business,2024-06-28,0,No Return,299.95,29.995,269.955,125.0,144.95499999999998,53.69598636809838,269.955,144.95499999999998,2025,2,2025-02,2025Q1,Saturday
ORD-11053,2024-09-12,CUST-1724,PROD-27,5,0.1,Credit Card,19.64,Electric Kettle Temperature Control,Apparel,22.0,49.99,27.990000000000002,55.99,Charles Thomas,charles.thomas97@example.com,East,Email Campaign,Small Business,2025-04-16,0,No Return,249.95000000000002,24.995000000000005,224.955,110.0,114.95500000000001,51.10133137738659,224.955,114.95500000000001,2024,9,2024-09,2024Q3,Thursday
ORD-11054,2025-02-19,CUST-1708,PROD-09,5,0.0,PayPal,6.11,Noise Isolating Earbuds,Electronics,25.0,59.99,34.99,58.33,Betty Moore,betty.moore48@example.com,Midwest,Referral,Corporate,2024-09-16,0,No Return,299.95,0.0,299.95,125.0,174.95,58.32638773128854,299.95,174.95,2025,2,2025-02,2025Q1,Wednesday
ORD-11055,2024-02-11,CUST-1048,PROD-47,4,0.0,PayPal,8.41,Resistance Exercise Bands (Set of 5),Sports & Outdoors,7.0,19.99,12.989999999999998,64.98,Donald Davis,donald.davis21@example.com,West,Referral,Small Business,2024-11-05,0,No Return,79.96,0.0,79.96,28.0,51.959999999999994,64.98249124562281,79.96,51.959999999999994,2024,2,2024-02,2024Q1,Sunday
ORD-11056,2024-04-25,CUST-1735,PROD-08,1,0.1,Credit Card,9.45,High-Speed Wi-Fi Router,Electronics,50.0,119.99,69.99,58.33,Jessica Moore,jessica.moore45@example.com,West,Direct / Organic,Consumer,2025-04-13,0,No Return,119.99,11.999,107.991,50.0,57.991,53.69984535748349,107.991,57.991,2024,4,2024-04,2024Q2,Thursday
ORD-11057,2025-04-02,CUST-1805,PROD-08,3,0.1,Store Credit,14.54,High-Speed Wi-Fi Router,Electronics,50.0,119.99,69.99,58.33,Michael Gonzalez,michael.gonzalez96@example.com,East,Social Media,Corporate,2025-04-03,0,No Return,359.96999999999997,35.997,323.97299999999996,150.0,173.97299999999996,53.69984535748349,323.97299999999996,173.97299999999996,2025,4,2025-04,2025Q2,Wednesday
ORD-11058,2025-11-27,CUST-1879,PROD-41,4,0.05,PayPal,17.91,Adjustable Dumbbell Set 50lbs,Sports & Outdoors,110.0,249.99,139.99,56.0,Betty Brown,betty.brown27@example.com,Midwest,Email Campaign,Corporate,2024-02-16,0,No Return,999.96,49.998000000000005,949.962,440.0,509.962,53.68235782062861,949.962,509.962,2025,11,2025-11,2025Q4,Thursday
