customer_id,customer_name,region,customer_segment,frequency,monetary,last_order_date,recency_days,rfm_segment
CUST-1303,David Taylor,West,Small Business,5,1783.4360000000001,2025-12-04,27,Champions
CUST-1304,Jessica Smith,North,Small Business,1,699.98,2025-10-10,82,Potential Loyalists
CUST-1306,Lisa Johnson,Midwest,Small Business,6,774.829,2025-09-13,109,Loyal Customers
CUST-1307,Matthew Gonzalez,South,Small Business,6,2663.914,2025-07-10,174,At-Risk
CUST-1308,Michael Smith,South,Small Business,2,392.9715,2025-09-08,114,Lost Customers
CUST-1309,Susan Taylor,North,Consumer,6,787.3969999999999,2025-06-12,202,At-Risk
CUST-1310,Michael Moore,West,Corporate,9,1572.4065,2025-10-01,91,Loyal Customers
CUST-1311,Jennifer Anderson,Midwest,Small Business,10,1597.809,2025-09-06,116,Loyal Customers
CUST-1312,Christopher Rodriguez,South,Small Business,4,790.0415,2025-12-12,19,Loyal Customers
CUST-1313,Linda Martinez,South,Small Business,6,767.4685,2025-11-11,50,Loyal Customers
CUST-1314,David Thomas,East,Consumer,3,1539.92,2025-11-18,43,Loyal Customers
CUST-1315,Nancy Moore,East,Corporate,2,130.957,2025-10-28,64,Potential Loyalists
CUST-1316,Elizabeth Williams,Unknown,Small Business,10,1950.7125,2025-06-25,189,At-Risk
CUST-1317,Michael Miller,Midwest,Corporate,4,341.93600000000004,2025-10-25,67,Loyal Customers
CUST-1318,Patricia Martin,South,Small Business,6,334.491,2025-10-19,73,Loyal Customers
CUST-1319,Linda Davis,East,Corporate,7,2331.1525,2025-05-12,233,At-Risk
CUST-1320,Nancy Jones,Midwest,Corporate,5,886.21,2025-12-21,10,Loyal Customers
CUST-1321,Sandra Thomas,East,Corporate,3,892.3360000000001,2025-08-27,126,At-Risk
CUST-1322,Mary Williams,Midwest,Small Business,9,1512.8155,2025-08-14,139,At-Risk
CUST-1323,Sandra Garcia,North,Corporate,2,311.9905,2025-10-23,69,Potential Loyalists
CUST-1324,Sandra Martinez,East,Small Business,3,494.965,2025-08-21,132,At-Risk
CUST-1325,Sandra Hernandez,Midwest,Corporate,3,4633.91,2025-09-25,97,Loyal Customers
CUST-1326,Margaret Taylor,North,Consumer,5,3102.4069999999997,2025-12-15,16,Champions
CUST-1327,Christopher Rodriguez,East,Small Business,3,633.55,2025-12-19,12,Loyal Customers
CUST-1328,Matthew Miller,West,Small Business,8,2024.996,2025-11-20,41,Champions
CUST-1329,John Gonzalez,South,Corporate,9,1138.538,2025-12-03,28,Loyal Customers
CUST-1330,James Rodriguez,East,Corporate,5,4065.7915,2025-12-25,6,Champions
CUST-1331,Lisa Jackson,Unknown,Small Business,3,4122.8859999999995,2025-01-05,360,At-Risk
CUST-1332,Mary Brown,West,Small Business,2,365.92949999999996,2024-05-17,593,Lost Customers
CUST-1333,Daniel Brown,East,Consumer,6,734.336,2025-07-07,177,At-Risk
CUST-1334,Robert Thomas,Midwest,Corporate,6,2194.6085,2025-05-09,236,At-Risk
CUST-1335,Sandra Thomas,South,Small Business,4,619.4329999999999,2025-09-11,111,Loyal Customers
CUST-1336,Margaret Williams,East,Small Business,4,628.741,2024-12-13,383,At-Risk
CUST-1337,Mary Moore,Midwest,Consumer,2,134.0,2025-12-24,7,Potential Loyalists
CUST-1338,David Taylor,South,Small Business,5,280.884,2025-11-18,43,Loyal Customers
CUST-1339,John Taylor,West,Small Business,5,998.896,2025-02-25,309,At-Risk
CUST-1340,Joseph Jackson,Unknown,Small Business,4,1280.153,2025-08-25,128,At-Risk
CUST-1341,Richard Rodriguez,South,Consumer,4,414.95,2025-09-08,114,Loyal Customers
CUST-1342,Susan Lopez,North,Corporate,5,1198.64,2025-11-14,47,Loyal Customers
CUST-1343,Elizabeth Wilson,Unknown,Small Business,7,1319.711,2025-09-11,111,Loyal Customers
CUST-1344,Barbara Gonzalez,West,Small Business,4,959.3775,2024-08-25,493,At-Risk
CUST-1345,Margaret Moore,North,Small Business,6,778.428,2025-10-07,85,Loyal Customers
CUST-1346,Thomas Jones,North,Corporate,5,421.868,2025-09-16,106,Loyal Customers
CUST-1347,Nancy Moore,South,Corporate,1,139.98,2024-05-29,581,Lost Customers
CUST-1348,Robert Rodriguez,North,Small Business,6,1363.2245,2025-08-02,151,At-Risk
CUST-1349,Karen Smith,North,Consumer,11,1383.91,2025-10-29,63,Loyal Customers
CUST-1350,Karen Johnson,West,Consumer,6,1251.4815,2025-12-29,2,Loyal Customers
CUST-1351,Michael Johnson,South,Small Business,5,650.921,2025-04-30,245,At-Risk
CUST-1352,Charles Martin,South,Consumer,1,12.7415,2025-01-16,349,Lost Customers
CUST-1353,Thomas Davis,North,Small Business,5,803.9005,2025-11-27,34,Loyal Customers
CUST-1354,Christopher Wilson,East,Small Business,5,898.4300000000001,2025-10-02,90,Loyal Customers
CUST-1355,Betty Taylor,West,Corporate,4,1114.9605000000001,2025-12-29,2,Loyal Customers
CUST-1356,Jennifer Moore,East,Consumer,7,1408.135,2025-11-04,57,Loyal Customers
CUST-1357,Sandra Johnson,Midwest,Consumer,5,806.443,2025-01-03,362,At-Risk
CUST-1358,Linda Rodriguez,North,Corporate,7,1182.564,2025-12-09,22,Loyal Customers
CUST-1359,Sarah Miller,Unknown,Small Business,7,1558.8725,2025-12-06,25,Champions
CUST-1360,Margaret Williams,Midwest,Small Business,2,59.4915,2025-08-27,126,Lost Customers
CUST-1361,Michael Thomas,East,Consumer,4,2044.8885,2025-10-26,66,Loyal Customers
CUST-1362,Lisa Brown,West,Small Business,7,736.8085,2025-09-05,117,Loyal Customers
CUST-1363,Daniel Miller,Midwest,Corporate,5,735.366,2025-05-29,216,At-Risk
CUST-1364,Joseph Moore,East,Small Business,2,230.39100000000002,2025-05-29,216,Lost Customers
CUST-1365,Joseph Brown,West,Consumer,6,379.591,2025-04-30,245,At-Risk
CUST-1366,David Wilson,South,Corporate,7,965.1205,2025-08-07,146,At-Risk
CUST-1367,Sandra Jackson,East,Consumer,5,846.155,2025-08-24,129,At-Risk
CUST-1368,Linda Gonzalez,West,Small Business,7,1421.858,2025-11-07,54,Loyal Customers
CUST-1369,William Thomas,West,Consumer,1,199.98,2024-07-18,531,Lost Customers
CUST-1370,Jennifer Jones,South,Small Business,5,1294.9115000000002,2025-10-07,85,Loyal Customers
CUST-1371,Thomas Johnson,Unknown,Consumer,9,2682.5525000000002,2025-09-30,92,Loyal Customers
CUST-1372,Robert Davis,North,Small Business,9,1345.891,2025-06-21,193,At-Risk
CUST-1373,Barbara Johnson,Midwest,Small Business,5,2513.1135000000004,2025-10-20,72,Loyal Customers
CUST-1374,James Smith,North,Small Business,6,1423.7425,2025-04-14,261,At-Risk
CUST-1375,Sarah Martinez,Unknown,Consumer,4,733.484,2024-12-28,368,At-Risk
CUST-1376,Sandra Brown,South,Small Business,8,2061.3285,2025-11-19,42,Champions
CUST-1377,Anthony Lopez,North,Corporate,6,4029.516,2025-09-09,113,Loyal Customers
CUST-1378,Charles Davis,East,Consumer,8,3330.759,2025-10-26,66,Loyal Customers
CUST-1379,Margaret Johnson,West,Corporate,5,913.9185,2025-07-16,168,At-Risk
CUST-1380,Christopher Smith,West,Small Business,8,1279.8775,2025-09-16,106,Loyal Customers
CUST-1381,Charles Brown,South,Small Business,4,774.2005,2025-10-29,63,Loyal Customers
CUST-1382,Jessica Rodriguez,Unknown,Small Business,2,1179.92,2024-12-21,375,Lost Customers
CUST-1383,Nancy Johnson,North,Small Business,6,2131.8334999999997,2025-11-24,37,Champions
CUST-1384,Matthew Gonzalez,South,Consumer,1,919.96,2024-12-01,395,Lost Customers
CUST-1385,Anthony Gonzalez,East,Small Business,2,263.9415,2024-11-17,409,Lost Customers
CUST-1386,Betty Williams,North,Corporate,5,598.4215,2025-11-20,41,Loyal Customers
CUST-1387,Anthony Williams,Midwest,Corporate,7,1413.6345,2025-08-27,126,At-Risk
CUST-1388,James Rodriguez,West,Corporate,5,1028.9370000000001,2025-01-08,357,At-Risk
CUST-1389,Richard Wilson,Unknown,Consumer,5,2937.3905,2025-06-21,193,At-Risk
CUST-1390,Elizabeth Davis,East,Corporate,3,1497.908,2025-10-19,73,Loyal Customers
CUST-1391,Robert Gonzalez,North,Corporate,10,3702.966,2025-10-06,86,Loyal Customers
CUST-1392,Barbara Rodriguez,South,Corporate,3,1965.9465,2025-07-10,174,At-Risk
CUST-1393,Sarah Taylor,North,Small Business,6,1126.001,2025-11-02,59,Loyal Customers
CUST-1394,Karen Martin,North,Corporate,6,474.2795,2025-02-11,323,At-Risk
CUST-1395,Matthew Williams,South,Small Business,3,484.96849999999995,2025-05-24,221,At-Risk
CUST-1396,Nancy Gonzalez,East,Corporate,2,441.1575,2025-02-17,317,Lost Customers
CUST-1397,John Garcia,East,Consumer,6,1218.363,2025-10-24,68,Loyal Customers
CUST-1398,William Davis,Midwest,Consumer,6,495.08750000000003,2025-11-05,56,Loyal Customers
CUST-1399,Patricia Jones,East,Corporate,10,1755.0175,2025-09-28,94,Loyal Customers
CUST-1400,Joseph Hernandez,Midwest,Corporate,5,730.515,2025-12-19,12,Loyal Customers
CUST-1401,Karen Miller,West,Corporate,4,1995.898,2025-12-15,16,Loyal Customers
CUST-1402,Jessica Jackson,West,Corporate,4,236.276,2025-11-04,57,Loyal Customers
CUST-1403,Patricia Jackson,South,Small Business,11,5261.5135,2025-11-26,35,Champions
CUST-1405,Anthony Wilson,Unknown,Consumer,6,3235.479,2025-08-06,147,At-Risk
CUST-1406,Nancy Jones,North,Small Business,6,774.2575,2025-12-22,9,Loyal Customers
CUST-1407,Charles Gonzalez,West,Consumer,4,199.18,2025-11-11,50,Loyal Customers
CUST-1408,Daniel Moore,North,Small Business,6,2597.004,2025-12-09,22,Champions
CUST-1409,Barbara Garcia,Midwest,Small Business,7,1012.678,2025-07-28,156,At-Risk
CUST-1410,Richard Hernandez,North,Consumer,4,271.53999999999996,2025-11-09,52,Loyal Customers
CUST-1411,Linda Taylor,Midwest,Small Business,7,835.925,2025-11-29,32,Loyal Customers
CUST-1412,Joseph Lopez,Unknown,Small Business,3,108.59,2025-06-27,187,At-Risk
CUST-1413,Robert Lopez,North,Corporate,4,470.7365,2025-05-16,229,At-Risk
CUST-1414,Patricia Jones,West,Small Business,2,483.94800000000004,2024-07-22,527,Lost Customers
CUST-1415,Barbara Thomas,West,Consumer,7,2586.85,2025-08-18,135,At-Risk
CUST-1416,Mary Brown,East,Consumer,8,2809.5040000000004,2025-12-30,1,Champions
CUST-1417,Betty Garcia,South,Consumer,2,588.4205,2025-08-06,147,Lost Customers
CUST-1418,Jennifer Hernandez,South,Small Business,6,164.582,2025-11-10,51,Loyal Customers
CUST-1419,Jennifer Wilson,Midwest,Corporate,1,24.7,2024-04-05,635,Lost Customers
CUST-1420,Susan Gonzalez,South,Corporate,6,985.89,2025-10-24,68,Loyal Customers
CUST-1421,Charles Brown,South,Corporate,6,1481.4015,2025-01-12,353,At-Risk
CUST-1422,Joseph Brown,Midwest,Corporate,3,435.952,2024-05-26,584,At-Risk
CUST-1423,Richard Martin,East,Corporate,4,1346.8500000000001,2025-12-05,26,Loyal Customers
CUST-1424,Jennifer Martinez,North,Consumer,6,1077.036,2025-11-29,32,Loyal Customers
CUST-1425,Patricia Davis,East,Consumer,7,1339.6480000000001,2025-09-05,117,Loyal Customers
CUST-1426,Richard Wilson,West,Consumer,1,74.1,2025-11-11,50,Potential Loyalists
CUST-1427,Christopher Moore,South,Consumer,3,456.911,2025-11-27,34,Loyal Customers
CUST-1428,Elizabeth Jones,Midwest,Corporate,7,840.946,2025-07-14,170,At-Risk
CUST-1429,Jessica Jones,Midwest,Small Business,6,948.295,2025-09-10,112,Loyal Customers
CUST-1430,Susan Thomas,West,Consumer,8,2866.943,2025-09-17,105,Loyal Customers
CUST-1431,James Davis,South,Corporate,5,380.5585,2025-12-24,7,Loyal Customers
CUST-1432,Matthew Anderson,West,Small Business,4,569.5799999999999,2025-12-15,16,Loyal Customers
CUST-1433,Charles Brown,East,Consumer,7,2406.0605,2025-12-20,11,Champions
CUST-1434,Sarah Miller,Unknown,Corporate,2,393.433,2025-07-04,180,Lost Customers
CUST-1435,Joseph Rodriguez,West,Consumer,4,195.274,2025-01-08,357,At-Risk
CUST-1436,Betty Jackson,Midwest,Corporate,3,736.466,2025-12-23,8,Loyal Customers
CUST-1437,Karen Jones,North,Corporate,7,792.409,2025-12-04,27,Loyal Customers
CUST-1438,William Martin,East,Small Business,6,581.9445000000001,2025-12-02,29,Loyal Customers
CUST-1439,Margaret Taylor,North,Corporate,10,1638.4125,2025-12-20,11,Champions
CUST-1440,William Jones,South,Small Business,5,731.2705,2025-11-23,38,Loyal Customers
CUST-1441,Anthony Davis,West,Consumer,2,229.466,2025-05-30,215,Lost Customers
CUST-1442,Christopher Rodriguez,West,Small Business,6,3495.9139999999998,2025-12-07,24,Champions
CUST-1443,Richard Taylor,East,Corporate,7,788.1535,2025-09-09,113,Loyal Customers
CUST-1444,Charles Smith,North,Corporate,3,1027.4355,2025-10-07,85,Loyal Customers
CUST-1445,Nancy Lopez,West,Corporate,6,1280.644,2025-10-13,79,Loyal Customers
CUST-1446,Jessica Rodriguez,East,Small Business,4,414.9215,2025-05-13,232,At-Risk
CUST-1447,Charles Thomas,North,Consumer,5,401.502,2025-12-30,1,Loyal Customers
CUST-1448,Betty Anderson,South,Corporate,6,481.05,2025-09-26,96,Loyal Customers
CUST-1449,Susan Miller,Unknown,Consumer,5,1112.3555000000001,2025-11-05,56,Loyal Customers
CUST-1450,John Lopez,Unknown,Consumer,5,484.0405,2025-09-29,93,Loyal Customers
CUST-1451,Richard Martinez,South,Small Business,5,315.773,2025-08-18,135,At-Risk
CUST-1452,Daniel Brown,West,Consumer,4,752.9165,2025-02-09,325,At-Risk
CUST-1453,Linda Taylor,North,Corporate,8,2138.2145,2025-09-22,100,Loyal Customers
CUST-1454,Margaret Wilson,North,Corporate,2,956.0600000000001,2025-12-04,27,Potential Loyalists
CUST-1455,Lisa Brown,East,Corporate,8,1416.299,2025-12-03,28,Loyal Customers
CUST-1456,Christopher Jones,North,Small Business,5,2107.428,2025-02-08,326,At-Risk
CUST-1457,Joseph Lopez,South,Small Business,6,1111.886,2025-11-08,53,Loyal Customers
CUST-1458,Margaret Miller,South,Small Business,9,2409.4215,2025-09-26,96,Loyal Customers
CUST-1459,Barbara Wilson,South,Small Business,3,1249.8725,2025-01-30,335,At-Risk
CUST-1460,Linda Moore,Midwest,Small Business,3,2218.743,2025-07-27,157,At-Risk
CUST-1461,Margaret Martinez,Midwest,Small Business,3,423.99,2025-08-20,133,At-Risk
CUST-1462,Elizabeth Johnson,West,Consumer,1,431.973,2025-04-21,254,Lost Customers
CUST-1463,Jessica Martin,East,Consumer,3,659.96,2025-08-03,150,At-Risk
CUST-1464,Margaret Jackson,Unknown,Corporate,6,1070.451,2025-06-19,195,At-Risk
CUST-1465,James Jackson,South,Consumer,5,923.8725,2025-08-30,123,At-Risk
CUST-1466,Thomas Martinez,West,Small Business,5,723.524,2025-05-11,234,At-Risk
CUST-1467,John Moore,East,Corporate,4,2624.365,2025-06-12,202,At-Risk
CUST-1468,Thomas Miller,Midwest,Corporate,4,371.467,2024-10-05,452,At-Risk
CUST-1469,Christopher Williams,South,Consumer,6,1111.8975,2025-07-24,160,At-Risk
CUST-1470,Sandra Wilson,Midwest,Corporate,5,956.352,2025-10-12,80,Loyal Customers
CUST-1471,Lisa Garcia,South,Consumer,6,345.792,2025-05-23,222,At-Risk
CUST-1472,Jessica Lopez,East,Corporate,7,1791.5095000000001,2025-12-11,20,Champions
CUST-1473,Lisa Rodriguez,North,Corporate,4,1774.8539999999998,2025-12-08,23,Loyal Customers
CUST-1474,Thomas Williams,Unknown,Corporate,7,409.00849999999997,2025-12-07,24,Loyal Customers
CUST-1475,Thomas Lopez,South,Consumer,5,2662.542,2025-11-06,55,Champions
CUST-1476,Matthew Brown,North,Small Business,9,3041.7275,2025-11-13,48,Champions
CUST-1477,James Johnson,South,Corporate,5,1374.906,2025-11-15,46,Loyal Customers
CUST-1478,Richard Jones,Midwest,Small Business,8,1071.7060000000001,2025-12-11,20,Loyal Customers
CUST-1479,Susan Davis,East,Consumer,3,4072.4399999999996,2025-02-17,317,At-Risk
CUST-1480,Barbara Brown,South,Small Business,6,589.064,2025-10-23,69,Loyal Customers
CUST-1481,Richard Williams,East,Consumer,4,328.5575,2024-09-24,463,At-Risk
CUST-1482,Joseph Smith,Midwest,Small Business,7,698.8,2025-12-07,24,Loyal Customers
CUST-1483,Linda Anderson,South,Small Business,3,389.96,2025-06-20,194,At-Risk
CUST-1484,Robert Smith,South,Corporate,3,346.9835,2025-01-29,336,At-Risk
CUST-1485,Anthony Smith,Unknown,Small Business,4,2243.0270000000005,2025-12-28,3,Loyal Customers
CUST-1486,Patricia Miller,West,Consumer,5,3010.391,2025-08-19,134,At-Risk
CUST-1488,Joseph Williams,South,Corporate,3,700.4380000000001,2025-06-14,200,At-Risk
CUST-1489,Charles Jackson,South,Corporate,2,228.8,2025-06-17,197,Lost Customers
CUST-1490,Margaret Hernandez,East,Corporate,4,766.936,2025-12-13,18,Loyal Customers
CUST-1491,Linda Williams,Midwest,Consumer,7,2285.475,2025-12-07,24,Champions
CUST-1492,Jennifer Anderson,North,Corporate,3,407.9745,2025-09-19,103,Loyal Customers
CUST-1493,Joseph Martinez,North,Small Business,5,994.9245,2025-11-07,54,Loyal Customers
CUST-1494,Anthony Martin,South,Small Business,9,1202.315,2025-12-18,13,Loyal Customers
CUST-1495,Barbara Gonzalez,East,Consumer,9,870.445,2025-12-21,10,Loyal Customers
CUST-1496,Richard Anderson,South,Corporate,2,159.96,2025-12-08,23,Potential Loyalists
CUST-1497,Betty Jones,South,Consumer,3,298.93399999999997,2025-08-24,129,At-Risk
CUST-1498,Barbara Williams,North,Consumer,5,3031.3375,2025-07-20,164,At-Risk
CUST-1499,Donald Anderson,East,Consumer,4,390.983,2025-10-31,61,Loyal Customers
CUST-1500,Mary Garcia,West,Consumer,8,1981.3275,2025-09-03,119,Loyal Customers
CUST-1501,Nancy Wilson,South,Corporate,6,2560.6980000000003,2025-05-06,239,At-Risk
CUST-1502,Donald Jones,Midwest,Small Business,3,831.943,2025-10-22,70,Loyal Customers
CUST-1503,Jessica Wilson,North,Corporate,6,1548.3425,2025-08-03,150,At-Risk
CUST-1504,Robert Wilson,South,Small Business,7,1277.5475,2025-06-27,187,At-Risk
CUST-1505,Richard Lopez,East,Small Business,3,2125.877,2025-10-14,78,Loyal Customers
CUST-1506,Richard Rodriguez,Midwest,Consumer,6,1900.849,2025-11-10,51,Champions
CUST-1507,Mary Thomas,Midwest,Consumer,7,1815.942,2025-12-11,20,Champions
CUST-1508,Linda Davis,North,Small Business,8,3497.3155,2025-10-29,63,Loyal Customers
CUST-1509,Barbara Garcia,East,Small Business,11,1372.7884999999999,2025-12-17,14,Loyal Customers
CUST-1510,Sandra Jackson,East,Small Business,6,738.4014999999999,2025-10-06,86,Loyal Customers
CUST-1511,Charles Miller,Midwest,Consumer,1,35.982,2024-11-06,420,Lost Customers
CUST-1512,Mary Williams,South,Small Business,7,669.0055,2025-07-23,161,At-Risk
CUST-1513,James Hernandez,South,Small Business,8,871.511,2025-11-15,46,Loyal Customers
CUST-1514,Sandra Hernandez,Midwest,Consumer,4,151.7095,2025-11-24,37,Loyal Customers
CUST-1515,Margaret Taylor,East,Small Business,7,1237.6235000000001,2025-12-10,21,Loyal Customers
CUST-1516,Charles Brown,South,Small Business,5,1335.5415,2025-09-25,97,Loyal Customers
CUST-1517,Betty Thomas,Midwest,Small Business,5,854.9245,2025-09-11,111,Loyal Customers
CUST-1518,Linda Jackson,East,Small Business,2,614.7209999999999,2025-04-01,274,Lost Customers
CUST-1519,Robert Garcia,Midwest,Small Business,5,1271.5005,2025-05-09,236,At-Risk
CUST-1520,Jennifer Martin,South,Small Business,3,581.9345,2025-12-11,20,Loyal Customers
CUST-1521,Sandra Thomas,North,Corporate,8,1889.8775,2025-12-22,9,Champions
CUST-1523,James Rodriguez,North,Corporate,4,485.491,2025-05-11,234,At-Risk
CUST-1524,Lisa Smith,West,Corporate,4,602.6975,2025-12-21,10,Loyal Customers
CUST-1525,Donald Gonzalez,North,Small Business,4,171.98,2025-10-19,73,Loyal Customers
CUST-1526,Matthew Davis,North,Consumer,4,1816.879,2025-11-23,38,Loyal Customers
CUST-1527,William Brown,West,Small Business,4,439.134,2025-12-20,11,Loyal Customers
CUST-1528,Sarah Williams,West,Consumer,3,312.082,2025-04-15,260,At-Risk
CUST-1529,Christopher Garcia,South,Consumer,4,459.90000000000003,2025-08-30,123,At-Risk
CUST-1530,Michael Miller,Midwest,Small Business,8,2110.6285000000003,2025-12-14,17,Champions
CUST-1531,Elizabeth Davis,Midwest,Corporate,4,513.4135,2025-02-21,313,At-Risk
CUST-1532,Mary Lopez,North,Small Business,5,1192.3835,2025-08-04,149,At-Risk
CUST-1533,Karen Thomas,South,Small Business,3,928.1320000000001,2025-01-19,346,At-Risk
CUST-1534,John Thomas,West,Corporate,3,539.95,2025-12-09,22,Loyal Customers
CUST-1535,William Williams,South,Corporate,3,926.3705,2025-08-07,146,At-Risk
CUST-1536,Jennifer Anderson,West,Consumer,7,4402.5715,2025-01-25,340,At-Risk
CUST-1537,Charles Johnson,Unknown,Consumer,1,276.2075,2025-09-13,109,Lost Customers
CUST-1538,Barbara Moore,Midwest,Small Business,7,1332.672,2025-07-31,153,At-Risk
CUST-1539,Anthony Gonzalez,Midwest,Corporate,3,254.9415,2025-07-05,179,At-Risk
CUST-1540,Donald Davis,West,Consumer,5,937.726,2025-11-03,58,Loyal Customers
CUST-1541,Charles Taylor,Midwest,Consumer,3,795.95,2025-04-23,252,At-Risk
CUST-1542,Jennifer Garcia,South,Corporate,7,1030.9244999999999,2025-07-07,177,At-Risk
CUST-1543,Nancy Wilson,South,Corporate,3,769.9200000000001,2025-05-31,214,At-Risk
CUST-1544,Sandra Williams,West,Corporate,7,1023.263,2025-03-12,294,At-Risk
CUST-1545,Thomas Anderson,Midwest,Small Business,4,2551.4195,2025-11-05,56,Loyal Customers
CUST-1546,Patricia Wilson,Midwest,Consumer,6,609.708,2025-11-01,60,Loyal Customers
CUST-1547,Charles Brown,East,Corporate,5,1361.127,2025-07-15,169,At-Risk
CUST-1548,Christopher Thomas,North,Corporate,7,676.383,2025-12-03,28,Loyal Customers
CUST-1549,Robert Martin,West,Corporate,2,970.8715,2025-10-30,62,Potential Loyalists
CUST-1550,Daniel Davis,East,Consumer,5,2107.1915,2025-11-07,54,Champions
CUST-1551,Anthony Martinez,Unknown,Consumer,2,246.455,2025-02-11,323,Lost Customers
CUST-1552,Elizabeth Anderson,East,Corporate,7,694.212,2025-12-20,11,Loyal Customers
CUST-1553,Christopher Williams,West,Corporate,2,976.768,2025-10-16,76,Potential Loyalists
CUST-1554,Margaret Lopez,South,Corporate,2,244.17450000000002,2025-12-05,26,Potential Loyalists
CUST-1555,Richard Jones,Midwest,Consumer,2,139.475,2025-03-01,305,Lost Customers
CUST-1556,Donald Miller,North,Consumer,5,2423.0495,2025-12-09,22,Champions
CUST-1557,Daniel Miller,Midwest,Small Business,1,119.99,2024-02-27,673,Lost Customers
CUST-1558,Nancy Smith,Midwest,Consumer,8,3565.83,2025-07-28,156,At-Risk
CUST-1559,Charles Moore,East,Small Business,9,998.4175,2025-11-25,36,Loyal Customers
CUST-1560,Elizabeth Smith,Midwest,Consumer,9,2944.4975,2025-08-25,128,At-Risk
CUST-1561,Linda Miller,Midwest,Small Business,6,1455.6950000000002,2025-12-17,14,Loyal Customers
CUST-1562,Jessica Jones,North,Corporate,7,4946.062,2025-11-08,53,Champions
CUST-1563,Betty Martinez,Unknown,Corporate,1,0.0,2024-09-15,472,Lost Customers
CUST-1564,Margaret Lopez,West,Small Business,5,2646.922,2025-11-13,48,Champions
CUST-1565,Anthony Martin,North,Small Business,5,1423.95,2025-06-19,195,At-Risk
CUST-1566,Sarah Martin,Unknown,Corporate,3,4014.8725,2025-03-17,289,At-Risk
CUST-1567,David Rodriguez,East,Small Business,5,871.1585,2025-04-09,266,At-Risk
CUST-1568,Elizabeth Miller,South,Small Business,4,1124.9035,2025-11-20,41,Loyal Customers
CUST-1569,Nancy Hernandez,North,Corporate,1,153.0,2024-06-19,560,Lost Customers
CUST-1570,William Wilson,North,Small Business,4,1392.365,2025-09-24,98,Loyal Customers
CUST-1571,Anthony Miller,South,Small Business,10,2020.1125,2025-07-26,158,At-Risk
CUST-1572,Betty Thomas,East,Corporate,4,999.9515,2025-12-12,19,Loyal Customers
CUST-1573,Anthony Moore,West,Small Business,4,893.927,2025-05-16,229,At-Risk
CUST-1574,Lisa Moore,Unknown,Small Business,5,690.3615,2025-03-13,293,At-Risk
CUST-1575,Linda Lopez,West,Corporate,4,1312.4075,2025-11-02,59,Loyal Customers
CUST-1576,Charles Martinez,West,Small Business,5,977.912,2025-02-26,308,At-Risk
CUST-1577,Charles Martin,Midwest,Small Business,6,843.6845,2024-12-27,369,At-Risk
CUST-1578,Thomas Martinez,South,Corporate,5,1748.21,2025-12-14,17,Champions
CUST-1579,Charles Anderson,South,Corporate,5,3240.7825000000003,2024-12-07,389,At-Risk
CUST-1580,Christopher Garcia,North,Corporate,6,767.9305,2025-11-08,53,Loyal Customers
CUST-1581,Matthew Garcia,West,Consumer,5,717.903,2025-10-17,75,Loyal Customers
CUST-1582,Susan Wilson,West,Consumer,10,3028.722,2025-10-20,72,Loyal Customers
CUST-1583,Michael Lopez,Midwest,Consumer,6,1476.298,2025-10-12,80,Loyal Customers
CUST-1584,James Davis,East,Consumer,3,347.93600000000004,2025-06-22,192,At-Risk
CUST-1585,Thomas Jackson,North,Corporate,6,422.746,2025-08-25,128,At-Risk
CUST-1586,Lisa Taylor,West,Consumer,3,1493.923,2025-12-13,18,Loyal Customers
CUST-1587,Donald Thomas,South,Consumer,8,1650.6895,2025-08-30,123,At-Risk
CUST-1588,Linda Jones,Midwest,Consumer,9,1870.7715,2025-07-13,171,At-Risk
CUST-1589,Barbara Johnson,East,Small Business,8,1269.7085,2025-11-01,60,Loyal Customers
CUST-1590,Karen Johnson,North,Small Business,9,1958.902,2025-05-28,217,At-Risk
CUST-1591,Susan Anderson,East,Small Business,4,765.2339999999999,2025-11-24,37,Loyal Customers
CUST-1592,Michael Smith,North,Small Business,9,3531.852,2025-11-04,57,Champions
CUST-1593,Karen Martin,North,Small Business,2,499.945,2025-04-09,266,Lost Customers
CUST-1594,Patricia Martinez,West,Small Business,6,1123.188,2025-12-25,6,Loyal Customers
CUST-1595,Matthew Rodriguez,East,Corporate,5,539.46,2025-11-13,48,Loyal Customers
CUST-1596,Jennifer Johnson,West,Consumer,6,983.346,2025-07-02,182,At-Risk
CUST-1597,James Williams,Unknown,Consumer,3,211.57999999999998,2025-09-14,108,Loyal Customers
CUST-1598,Matthew Taylor,North,Small Business,3,479.7,2025-10-17,75,Loyal Customers
CUST-1599,Joseph Martinez,North,Consumer,5,373.94550000000004,2025-09-10,112,Loyal Customers
CUST-1600,Barbara Hernandez,North,Consumer,5,1164.665,2025-05-03,242,At-Risk
CUST-1601,Nancy Garcia,Midwest,Small Business,5,311.3515,2025-05-12,233,At-Risk
CUST-1602,Barbara Hernandez,West,Corporate,4,276.644,2024-11-11,415,At-Risk
CUST-1603,Daniel Thomas,South,Consumer,4,840.242,2025-06-22,192,At-Risk
CUST-1604,Margaret Garcia,West,Small Business,7,2964.9155,2025-11-26,35,Champions
CUST-1605,Jennifer Martin,Midwest,Small Business,5,1960.3029999999999,2025-12-30,1,Champions
CUST-1606,Jessica Thomas,West,Consumer,3,2731.962,2025-02-12,322,At-Risk
